survey,stationName,surveyDate,surveyStartTime,surveyEndTime,dataRecorder,latDD,longDD,airTemp,weather,cloudCover,seaState,profiler,otherProfilerType,profilerMethod,bottleMethod,depthProfiler,depthFinder,secchi,exoProfileNumber,notes,tideStage,OASamples,OAFilteredSfc,OAFilteredBtm,OADupSampleName,OAblankSampleName,OANotes,allSamplesList,minDO_station,sampleName,sampleDepth,depthCode,sampleTime,waterTemp,salinity,dissolvedOxygen,pH,chlA,fDOM,turbidity,mV_pH,cablePower,otherParameters,surveySampleName,generalPlanktonNotes,revolStartA,revolStartB,revolStartD,revolEndA,revolEndB,revolEndD,totalRevA,totalRevB,totalRevD,volTowNetA,volTowNetB,bottle1Depth,bottle2Depth,bottle3Depth,bottle4Depth,bottle5Depth,bottle6Depth,bottle7Depth,bottle8Depth,bottle9Depth,bottle10Depth,compositeVolume,compositeSamplesCollected,compositeSampleOthers,volMesoNetA,ctenophorePercentA,scyphozoaPercentA,othersFamilyPercentA,mnemiopsisPercentA,pleurobrachiaPercentA,aureliaPercentA,cyaneaPercentA,chrysaoraPercentA,otherGeneraPercentA,volMesoNetB,ctenophorePercentB,scyphozoaPercentB,otherFamilyPercentB,mnemiopsisPercentB,pleurobrachiaPercentB,aureliaPercentB,cyaneaPercentB,chrysaoraPercentB,otherGeneraPercentB,gelatinousFormsNotes,senjiSamples,senjiLugolsSfc,senjiLugolsBtm,phytoplanktonNotes,SourceFile,regSampleName,ActivityCommentText,surveyPlankStation,S123_x,S123_y,editor,editorDate,ESRIsurveyStart,ESRIsurveyEnd,s123FormIssues
HYAUG25,C2,8/11/2025,10:24:00,10:35:00,KAO,40.98416666666667,-73.50216667,25.8,00,0,2,EXO 1313,NA,R,R,31.9,31.3,1.8,102411,Altabet: 3/4,3,NA,NA,NA,NA,NA,NA,"C2NB, C2B, C2S, C2SS",3.69,C2B,26.5,B,10:30,20.97,27.39,3.71,7.47,0.44,1.82,7.74,NA,NA,NA,HYAUG25_C2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,C1,8/11/2025,14:25:00,14:35:00,KAO,40.955333333333336,-73.5805,32.3,00,0,1,EXO 1313,NA,R,R,20.5,19.6,1.8,142538,Altabet: 9/10,1,NA,NA,NA,NA,NA,NA,"C1NB, C1B, C1S",3.38,C1S,2,S,14:33,24.99,26.86,7.85,7.92,3.37,1.75,1.24,NA,NA,NA,HYAUG25_C1S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,C2,5/6/2025,9:59:00,10:11:00,KAO,40.9835,-73.5025,NA,02,100,2,EXO 1314,NA,R,R,31.9,32.2,2.7,095950,Altabet: 13/14,1,NA,NA,NA,NA,NA,NA,"C2B, C2S, C2SS",8.91,C2SS,0.5,SS,10:10:00,11.31,26.9,9.56,8.07,1.68,1.84,1.28,NA,NA,NA,WQMAY25_C2SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,B3,8/11/2025,11:42:00,11:52:00,KAO,40.918166666666664,-73.64283333,18.2,00,0,2,EXO 1313,NA,R,R,19.1,18.1,1.1,114153,"Altabet: 5/6, #1",3,NA,NA,NA,NA,NA,NA,"B3NB, B3B, B3S, B3SS",3.05,B3B,14.1,B,11:47,22.25,26.78,3.42,7.45,1.82,2.24,6.87,NA,NA,NA,HYAUG25_B3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,D3,8/11/2025,15:55:00,16:07:00,KAO,40.99333333333333,-73.41083333,31.2,00,0,1,EXO 1313,NA,R,R,39.3,40.1,2,155507,"Altabet: 11/12, #3",1,NA,NA,NA,NA,NA,NA,"D3NB, D3B, D3S, D3SS",3.45,D3S,2,S,16:04,23.5,27.14,6.83,7.8,3.2,1.7,1.23,NA,NA,NA,HYAUG25_D3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,B3,5/6/2025,11:01:00,11:17:00,KAO,40.91833333333334,-73.643,NA,02,100,2,EXO 1314,NA,R,R,17.9,17.6,2,110053,Altabet: 15/16,1,NA,NA,NA,NA,NA,NA,"B3B, B3S, B3SS",8.67,B3SS,0.5,SS,11:10:00,12.63,26.72,9.72,8.09,4.07,1.98,1.68,NA,NA,NA,WQMAY25_B3SS,NA,77799.4,18646.3,30262.2,78131,18980.8,30598.7,331.6000000000058,334.5,336.5,4192.1,4228.7,12.9,9.2,5.6,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron",NA,5,NA,100,NA,NA,NA,NA,100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,A4,8/11/2025,12:23:00,12:35:00,KAO,40.87233333333333,-73.73383333,29.5,00,0,2,EXO 1313,NA,R,R,35.3,35.8,1.2,122949,"Altabet: 7/8, #2",3,NA,NA,NA,NA,NA,NA,"A4NB, A4B, A4S, A4SS, BLANK A, A4S-DUP",3.42,A4B,30.3,B,12:30,22.73,26.5,3.5,7.43,1.3,2.34,7.54,NA,NA,NA,HYAUG25_A4B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,F2,8/12/2025,8:43:00,8:52:00,KAO,41.080333333333336,-73.1655,22.9,00,0,2,EXO 1313,NA,R,R,19.2,18.2,2.3,084301,Altabet: 13/14,3,NA,NA,NA,NA,NA,NA,"F2NB, F2B, F2S, F2SS",3.78,F2S,2,S,8:50,23.64,27.16,6.68,7.81,2.39,1.63,1.4,NA,NA,NA,HYAUG25_F2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,A4,5/6/2025,11:49:00,12:01:00,KAO,40.87283333333333,-73.734,NA,02,100,3,EXO 1314,NA,R,R,33.7,34,1.4,114846,"Altabet: 17/18 , #4",1,"S,B",Y,Y,NA,NA,NA,"A4B, A4S, A4SS, BLANK A, A4S-DUP",8.48,A4SS,0.5,SS,12:00:00,12.67,26.1,9.54,8.04,6.23,2.43,2.68,NA,NA,NA,WQMAY25_A4SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,C1,8/11/2025,14:25:00,14:35:00,KAO,40.955333333333336,-73.5805,32.3,00,0,1,EXO 1313,NA,R,R,20.5,19.6,1.8,142538,Altabet: 9/10,1,NA,NA,NA,NA,NA,NA,"C1NB, C1B, C1S",3.38,C1B,15.2,B,14:30,21.5,27.18,3.45,7.46,650,1.99,6.81,NA,NA,NA,HYAUG25_C1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,E1,8/12/2025,9:43:00,9:56:00,KAO,41.019333333333336,-73.29116667,24.4,00,0,2,EXO 1313,NA,R,R,36.8,35.9,2,094251,"Altabet: 15/16, #5",3,NA,NA,NA,NA,NA,NA,"E1NB, E1B, E1S, E1SS, BLANK B, E1S-DUP",3.71,E1S,2,S,9:54,23.33,27.17,6.85,7.79,2.24,1.69,1.01,NA,NA,NA,HYAUG25_E1S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,C1,5/6/2025,13:00:00,13:10:00,KAO,40.95516666666666,-73.5805,NA,02,100,2,EXO 1314,NA,R,R,18.5,18,2.2,130059,"Altabet: 19/20, #5",1,"S,B",Y,Y,NA,NA,NA,"C1B, C1S, C1SS",8.88,C1SS,0.5,SS,13:08:00,12.3,26.77,9.69,8.1,3.28,1.91,1.9,NA,NA,NA,WQMAY25_C1SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,D3,8/11/2025,15:55:00,16:07:00,KAO,40.99333333333333,-73.41083333,31.2,00,0,1,EXO 1313,NA,R,R,39.3,40.1,2,155507,"Altabet: 11/12, #3",1,NA,NA,NA,NA,NA,NA,"D3NB, D3B, D3S, D3SS",3.45,D3B,34.6,B,16:01,20.29,27.69,3.45,7.46,0.25,1.95,4.22,NA,NA,NA,HYAUG25_D3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,15,8/12/2025,11:06:00,11:16:00,KAO,40.93116666666667,-73.222,26.5,00,0,1,EXO 1313,NA,R,R,15.7,15,2.3,110609,Altabet: 17/18,3,NA,NA,NA,NA,NA,NA,"15NB, 15B, 15S, 15SS",4.53,15S,2,S,11:13,23.88,27.15,7.47,7.83,2.52,1.56,1.05,NA,NA,NA,HYAUG25_15S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,F2,8/12/2025,8:43:00,8:52:00,KAO,41.080333333333336,-73.1655,22.9,00,0,2,EXO 1313,NA,R,R,19.2,18.2,2.3,084301,Altabet: 13/14,3,NA,NA,NA,NA,NA,NA,"F2NB, F2B, F2S, F2SS",3.78,F2B,13.9,B,8:48,20.86,27.66,3.78,7.49,0.58,1.88,3.21,NA,NA,NA,HYAUG25_F2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,F3,8/12/2025,12:15:00,12:28:00,KAO,41.017833333333336,-73.14516667,28.3,00,0,1,EXO 1313,NA,R,R,40.8,40,2,121519,"Altabet: 19/20, #6",3,NA,NA,NA,NA,NA,NA,"F3NB, F3B, F3S, F3SS",3.81,F3S,2,S,12:26,23.76,27.33,7.45,7.87,2.57,1.54,0.89,NA,NA,NA,HYAUG25_F3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,F2,5/7/2025,8:06:00,8:24:00,CAC,41.080333333333336,-73.1655,NA,01,80,1,EXO 1314,NA,R,R,20.7,20.5,2,080716,Altabet: 23/24,4,"S,B",Y,Y,NA,NA,NA,"F2B, F2S, F2SS",9.12,F2SS,0.5,SS,8:17:00,12.72,26.31,9.12,8.01,1.69,2.15,6.55,NA,NA,NA,WQMAY25_F2SS,NA,78880.9,19740.9,31277.9,79270.3,20142.6,31641.7,389.40000000000873,401.6999999999971,363.7999999999993,4922.8,5078.3,15.9,11.5,7.1,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron",NA,5,100,NA,NA,NA,100,NA,NA,NA,NA,5,100,NA,NA,NA,100,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,E1,8/12/2025,9:43:00,9:56:00,KAO,41.019333333333336,-73.29116667,24.4,00,0,2,EXO 1313,NA,R,R,36.8,35.9,2,094251,"Altabet: 15/16, #5",3,NA,NA,NA,NA,NA,NA,"E1NB, E1B, E1S, E1SS, BLANK B, E1S-DUP",3.71,E1B,31.5,B,9:50,20.19,27.96,3.71,7.51,0.23,1.78,6.45,NA,NA,NA,HYAUG25_E1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,H6,8/12/2025,15:18:00,15:31:00,KAO,41.0255,-72.91266667,29.2,01,10,1,EXO 1313,NA,R,R,41.3,40.7,3,151749,Altabet: 21/22 #7,1,NA,NA,NA,NA,NA,NA,"H6NB, H6B, H6S, H6SS",4.47,H6S,2,S,15:28,24.53,27.49,7.65,7.91,1.16,1.39,0.33,NA,NA,NA,HYAUG25_H6S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,E1,5/7/2025,9:06:00,9:20:00,CAC,41.0195,-73.291,NA,01,90,1,EXO 1314,NA,R,R,38.7,38.8,2.7,090726,"Altabet: 25/26, #7",1,"S,B",Y,Y,NA,NA,NA,"E1B, E1S, E1SS, BLANK B, E1S-DUP",9.1,E1SS,0.5,SS,9:19:00,11.19,27.05,9.8,8.1,0.85,1.76,1.43,NA,NA,NA,WQMAY25_E1SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,15,8/12/2025,11:06:00,11:16:00,KAO,40.93116666666667,-73.222,26.5,00,0,1,EXO 1313,NA,R,R,15.7,15,2.3,110609,Altabet: 17/18,3,NA,NA,NA,NA,NA,NA,"15NB, 15B, 15S, 15SS",4.53,15B,11,B,11:01,22.73,27.14,5.94,7.68,1.54,1.76,1.18,NA,NA,NA,HYAUG25_15B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,H4,8/12/2025,16:00:00,16:10:00,KAO,41.10183333333333,-72.9335,31.3,01,15,2,EXO 1313,NA,R,R,24.9,24.2,3,160028,Altabet: 23/24,1,NA,NA,NA,NA,NA,NA,"H4NB, H4B, H4S, H4SS",4.44,H4S,2,S,16:07,24.66,27.55,8.78,8.09,1.8,1.07,0.37,NA,NA,NA,HYAUG25_H4S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,F3,8/12/2025,12:15:00,12:28:00,KAO,41.017833333333336,-73.14516667,28.3,00,0,1,EXO 1313,NA,R,R,40.8,40,2,121519,"Altabet: 19/20, #6",3,NA,NA,NA,NA,NA,NA,"F3NB, F3B, F3S, F3SS",3.81,F3B,36.1,B,12:23,20.14,28.09,3.81,7.53,0.25,1.79,4.11,NA,NA,NA,HYAUG25_F3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,J2,8/13/2025,12:04:00,12:14:00,KAO,41.1815,-72.45866667,28.1,00,0,2,EXO 1313,NA,R,R,23.4,18.1,2.7,120413,"Altabet: 29/30, #9",3,NA,NA,NA,NA,NA,NA,"J2NB, J2B, J2S, BLANK C",7.14,J2S,2,S,12:12,21.47,29.62,7.16,7.87,1.23,1.09,1.19,NA,NA,NA,HYAUG25_J2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,H6,8/12/2025,15:18:00,15:31:00,KAO,41.0255,-72.91266667,29.2,01,10,1,EXO 1313,NA,R,R,41.3,40.7,3,151749,Altabet: 21/22 #7,1,NA,NA,NA,NA,NA,NA,"H6NB, H6B, H6S, H6SS",4.47,H6B,36.4,B,15:25,21.26,28.51,4.49,7.62,0.29,1.65,4.95,NA,NA,NA,HYAUG25_H6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,I2,8/13/2025,10:43:00,10:53:00,KAO,41.154833333333336,-72.65666667,27.2,00,0,2,EXO 1313,NA,R,R,27.3,26.4,3,104300,Altabet: 27/28 #8,3,NA,NA,NA,NA,NA,NA,"I2NB, I2B, I2S",6.04,I2S,2,S,10:51,24.33,27.8,7.71,7.93,1.37,1.3,0.46,NA,NA,NA,HYAUG25_I2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,H4,8/12/2025,16:00:00,16:10:00,KAO,41.10183333333333,-72.9335,31.3,01,15,2,EXO 1313,NA,R,R,24.9,24.2,3,160028,Altabet: 23/24,1,NA,NA,NA,NA,NA,NA,"H4NB, H4B, H4S, H4SS",4.44,H4B,19.9,B,16:05,21.57,28.63,4.44,7.62,0.31,1.57,4.94,NA,NA,NA,HYAUG25_H4B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,H2,8/13/2025,7:43:00,7:51:00,KAO,41.1785,-72.961,22.7,NA,NA,2,EXO 1313,NA,R,R,13.7,12.9,2.8,074315,Altabet: 25/26,1,NA,NA,NA,NA,NA,NA,"H2NB, H2B, H2S",3.31,H2S,2,S,7:49,23.96,27.51,6.92,7.84,1.86,1.51,0.85,NA,NA,NA,HYAUG25_H2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,H4,5/7/2025,12:46:00,13:05:00,CAC,41.102,-72.93366667,NA,01,5,1,EXO 1314,NA,R,R,23.8,23.7,3.5,124640,Altabet: 33/34,1,"S,B",Y,Y,NA,NA,NA,"H4B, H4S, H4SS",9.29,H4SS,0.8,SS,12:58:00,12.25,27.41,9.9,8.1,0.31,1.52,1,NA,NA,NA,WQMAY25_H4SS,NA,79290.4,20142.6,31641.1,79762.7,20620.1,32088,472.3000000000029,477.5,446.90000000000146,5970.8,6036.6,19,14.7,10.4,6.3,2,NA,NA,NA,NA,NA,25,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,M3,5/5/2025,8:20:00,8:33:00,KAO,41.2365,-72.05316667,NA,05,100,2,EXO 1314,NA,R,R,41.4,68.5,4.3,081909,"Altabet: 3/4, #1
SOG 1.3 kts",1,NA,NA,NA,NA,NA,NA,"M3B, M3S, BLANK C, M3S-DUP",9.92,M3S-DUP,2,S,8:30:00,9.23,29.92,10.03,8.05,0.42,1.3,1.24,NA,NA,NA,WQMAY25_M3S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,A4,5/6/2025,11:49:00,12:01:00,KAO,40.87283333333333,-73.734,NA,02,100,3,EXO 1314,NA,R,R,33.7,34,1.4,114846,"Altabet: 17/18 , #4",1,"S,B",Y,Y,NA,NA,NA,"A4B, A4S, A4SS, BLANK A, A4S-DUP",8.48,A4S-DUP,2,S,11:59:00,12.58,26.24,9.43,8.04,5.89,2.37,2.74,NA,NA,NA,WQMAY25_A4S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,E1,5/7/2025,9:06:00,9:20:00,CAC,41.0195,-73.291,NA,01,90,1,EXO 1314,NA,R,R,38.7,38.8,2.7,090726,"Altabet: 25/26, #7",1,"S,B",Y,Y,NA,NA,NA,"E1B, E1S, E1SS, BLANK B, E1S-DUP",9.1,E1S-DUP,2,S,9:17:00,11.05,27.05,9.76,8.11,1.29,1.76,1.27,NA,NA,NA,WQMAY25_E1S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
